CustomerID,FirstName,LastName,Email,RegistrationDate,LoyaltyTier,PreferredStoreID,Customer Tenure
62,David,Jones,customer62@example.com,21-01-2022 00:00:00,Silver,16,1249
63,Mike,Johnson,customer63@example.com,22-04-2021 00:00:00,Silver,38,1523
64,Sarah,Brown,customer64@example.com,14-08-2023 00:00:00,Silver,2,679
65,John,Johnson,customer65@example.com,28-07-2022 00:00:00,Platinum,2,1061
66,Emily,Jones,customer66@example.com,09-06-2021 00:00:00,Platinum,26,1475
67,Jane,Johnson,customer67@example.com,29-11-2020 00:00:00,Gold,13,1667
68,Emily,Brown,customer68@example.com,02-01-2020 00:00:00,Bronze,47,1999
69,Jane,Smith,customer69@example.com,09-01-2021 00:00:00,Gold,31,1626
70,Sarah,Jones,customer70@example.com,19-10-2020 00:00:00,Silver,34,1708
71,Sarah,Smith,customer71@example.com,16-04-2022 00:00:00,Platinum,39,1164
72,Sarah,Smith,customer72@example.com,01-10-2022 00:00:00,Platinum,3,996
73,Jane,Smith,customer73@example.com,06-07-2021 00:00:00,Gold,8,1448
74,Emily,Williams,customer74@example.com,13-11-2020 00:00:00,Platinum,23,1683
75,Sarah,Garcia,customer75@example.com,15-01-2021 00:00:00,Silver,14,1620
76,David,Williams,customer76@example.com,14-01-2020 00:00:00,Platinum,27,1987
77,Jane,Garcia,customer77@example.com,18-05-2021 00:00:00,Gold,29,1497
78,Jane,Smith,customer78@example.com,18-08-2020 00:00:00,Silver,39,1770
79,Emily,Jones,customer79@example.com,12-01-2023 00:00:00,Gold,39,893
80,Jane,Garcia,customer80@example.com,09-05-2020 00:00:00,Platinum,1,1871
81,Jane,Brown,customer81@example.com,17-04-2022 00:00:00,Gold,17,1163
82,Sarah,Brown,customer82@example.com,14-03-2023 00:00:00,Gold,41,832
83,Emily,Johnson,customer83@example.com,09-06-2022 00:00:00,Bronze,30,1110
84,Sarah,Garcia,customer84@example.com,28-01-2020 00:00:00,Platinum,13,1973
85,Sarah,Jones,customer85@example.com,06-03-2020 00:00:00,Platinum,21,1935
86,Emily,Williams,customer86@example.com,01-04-2023 00:00:00,Gold,19,814
87,John,Smith,customer87@example.com,06-06-2023 00:00:00,Bronze,19,748
88,Sarah,Johnson,customer88@example.com,17-09-2020 00:00:00,Platinum,25,1740
89,David,Brown,customer89@example.com,18-12-2023 00:00:00,Silver,22,553
90,David,Williams,customer90@example.com,04-04-2021 00:00:00,Gold,31,1541
91,Jane,Williams,customer91@example.com,27-10-2020 00:00:00,Platinum,17,1700
92,David,Smith,customer92@example.com,07-07-2022 00:00:00,Silver,23,1082
93,Jane,Garcia,customer93@example.com,19-08-2023 00:00:00,Platinum,32,674
94,John,Brown,customer94@example.com,13-10-2020 00:00:00,Silver,10,1714
95,Emily,Jones,customer95@example.com,19-11-2023 00:00:00,Gold,10,582
96,Emily,Williams,customer96@example.com,30-10-2022 00:00:00,Platinum,36,967
97,Emily,Smith,customer97@example.com,21-09-2021 00:00:00,Platinum,8,1371
98,David,Jones,customer98@example.com,26-09-2020 00:00:00,Bronze,20,1731
99,John,Garcia,customer99@example.com,14-08-2021 00:00:00,Gold,32,1409
100,David,Brown,customer100@example.com,23-04-2022 00:00:00,Silver,50,1157
101,David,Garcia,customer101@example.com,11-05-2022 00:00:00,Platinum,14,1139
102,John,Williams,customer102@example.com,16-10-2023 00:00:00,Platinum,50,616
103,John,Jones,customer103@example.com,04-07-2023 00:00:00,Silver,28,720
104,John,Jones,customer104@example.com,12-05-2020 00:00:00,Gold,46,1868
105,John,Jones,customer105@example.com,23-07-2023 00:00:00,Bronze,24,701
106,Emily,Williams,customer106@example.com,29-08-2022 00:00:00,Bronze,15,1029
107,Mike,Williams,customer107@example.com,27-05-2021 00:00:00,Platinum,22,1488
108,Mike,Garcia,customer108@example.com,08-11-2020 00:00:00,Silver,30,1688
109,John,Johnson,customer109@example.com,29-07-2021 00:00:00,Platinum,4,1425
110,Mike,Garcia,customer110@example.com,04-06-2022 00:00:00,Silver,13,1115
111,Mike,Brown,customer111@example.com,31-07-2023 00:00:00,Bronze,23,693
112,John,Smith,customer112@example.com,18-02-2023 00:00:00,Gold,8,856
113,Mike,Jones,customer113@example.com,04-02-2023 00:00:00,Silver,18,870
114,David,Johnson,customer114@example.com,17-11-2021 00:00:00,Bronze,12,1314
115,Jane,Smith,customer115@example.com,12-05-2023 00:00:00,Platinum,31,773
116,Jane,Johnson,customer116@example.com,13-06-2020 00:00:00,Silver,14,1836
117,John,Garcia,customer117@example.com,31-10-2020 00:00:00,Gold,34,1696
118,Emily,Williams,customer118@example.com,04-06-2020 00:00:00,Platinum,18,1845
119,John,Jones,customer119@example.com,22-10-2023 00:00:00,Platinum,34,610
120,Emily,Garcia,customer120@example.com,11-09-2021 00:00:00,Bronze,11,1381
121,Jane,Smith,customer121@example.com,28-06-2023 00:00:00,Silver,41,726
122,John,Smith,customer122@example.com,14-08-2022 00:00:00,Platinum,12,1044
123,Sarah,Smith,customer123@example.com,29-11-2020 00:00:00,Gold,49,1667
124,David,Smith,customer124@example.com,26-08-2022 00:00:00,Silver,15,1032
125,Mike,Smith,customer125@example.com,25-05-2021 00:00:00,Gold,31,1490
126,Emily,Johnson,customer126@example.com,09-08-2023 00:00:00,Platinum,49,684
127,Sarah,Garcia,customer127@example.com,09-11-2022 00:00:00,Gold,29,957
128,Mike,Jones,customer128@example.com,08-10-2020 00:00:00,Bronze,26,1719
129,Mike,Williams,customer129@example.com,07-03-2022 00:00:00,Gold,18,1204
130,John,Williams,customer130@example.com,21-10-2022 00:00:00,Silver,32,976
131,Mike,Garcia,customer131@example.com,28-04-2020 00:00:00,Gold,22,1882
132,David,Garcia,customer132@example.com,24-11-2022 00:00:00,Gold,38,942
133,Sarah,Williams,customer133@example.com,16-07-2020 00:00:00,Bronze,17,1803
134,Mike,Williams,customer134@example.com,29-04-2021 00:00:00,Gold,23,1516
135,John,Johnson,customer135@example.com,18-12-2022 00:00:00,Gold,24,918
136,David,Brown,customer136@example.com,16-04-2022 00:00:00,Platinum,50,1164
137,Jane,Jones,customer137@example.com,30-03-2023 00:00:00,Platinum,8,816
138,Sarah,Smith,customer138@example.com,05-10-2022 00:00:00,Silver,41,992
139,Mike,Brown,customer139@example.com,21-11-2021 00:00:00,Platinum,6,1310
140,John,Garcia,customer140@example.com,14-05-2023 00:00:00,Platinum,5,771
141,Jane,Williams,customer141@example.com,01-11-2022 00:00:00,Platinum,44,965
142,Jane,Brown,customer142@example.com,04-05-2021 00:00:00,Platinum,29,1511
143,Emily,Jones,customer143@example.com,02-10-2020 00:00:00,Bronze,28,1725
144,David,Garcia,customer144@example.com,23-11-2021 00:00:00,Platinum,11,1308
145,Mike,Smith,customer145@example.com,29-08-2020 00:00:00,Bronze,1,1759
146,John,Smith,customer146@example.com,24-05-2023 00:00:00,Bronze,43,761
147,Emily,Jones,customer147@example.com,28-06-2023 00:00:00,Platinum,19,726
148,David,Jones,customer148@example.com,05-05-2020 00:00:00,Gold,9,1875
149,Emily,Williams,customer149@example.com,04-08-2020 00:00:00,Bronze,27,1784
150,Sarah,Smith,customer150@example.com,22-08-2023 00:00:00,Gold,34,671
151,David,Garcia,customer151@example.com,23-04-2023 00:00:00,Gold,44,792
152,David,Brown,customer152@example.com,28-11-2022 00:00:00,Platinum,4,938
153,Mike,Garcia,customer153@example.com,31-05-2023 00:00:00,Silver,36,754
154,David,Johnson,customer154@example.com,22-04-2023 00:00:00,Platinum,18,793
155,Emily,Johnson,customer155@example.com,09-05-2021 00:00:00,Silver,15,1506
156,David,Jones,customer156@example.com,02-03-2021 00:00:00,Silver,13,1574
157,Mike,Williams,customer157@example.com,16-04-2023 00:00:00,Platinum,19,799
158,Mike,Johnson,customer158@example.com,07-07-2022 00:00:00,Platinum,49,1082
159,Sarah,Smith,customer159@example.com,22-12-2023 00:00:00,Silver,6,549
160,Emily,Garcia,customer160@example.com,10-08-2023 00:00:00,Platinum,48,683
161,Jane,Garcia,customer161@example.com,30-05-2020 00:00:00,Silver,12,1850
162,Jane,Jones,customer162@example.com,18-01-2021 00:00:00,Gold,37,1617
163,David,Brown,customer163@example.com,03-11-2020 00:00:00,Platinum,17,1693
164,Sarah,Jones,customer164@example.com,21-09-2023 00:00:00,Gold,23,641
165,John,Brown,customer165@example.com,15-01-2022 00:00:00,Bronze,26,1255
166,David,Jones,customer166@example.com,10-06-2022 00:00:00,Gold,29,1109
167,Sarah,Jones,customer167@example.com,09-01-2021 00:00:00,Gold,33,1626
168,Emily,Jones,customer168@example.com,28-10-2022 00:00:00,Silver,27,969
169,Emily,Brown,customer169@example.com,26-09-2023 00:00:00,Gold,25,636
170,Emily,Brown,customer170@example.com,08-05-2020 00:00:00,Platinum,10,1872
171,Emily,Jones,customer171@example.com,11-10-2022 00:00:00,Silver,47,986
172,Emily,Johnson,customer172@example.com,30-10-2021 00:00:00,Bronze,23,1332
173,Sarah,Williams,customer173@example.com,07-10-2023 00:00:00,Platinum,21,625
174,Sarah,Williams,customer174@example.com,13-10-2023 00:00:00,Bronze,21,619
175,Mike,Williams,customer175@example.com,31-05-2021 00:00:00,Gold,43,1484
176,Jane,Brown,customer176@example.com,26-03-2020 00:00:00,Platinum,13,1915
177,Emily,Brown,customer177@example.com,13-04-2023 00:00:00,Platinum,37,802
178,John,Johnson,customer178@example.com,01-05-2023 00:00:00,Bronze,33,784
179,Sarah,Williams,customer179@example.com,06-11-2020 00:00:00,Platinum,24,1690
180,John,Williams,customer180@example.com,16-02-2023 00:00:00,Platinum,44,858
181,John,Jones,customer181@example.com,26-05-2023 00:00:00,Platinum,11,759
182,John,Brown,customer182@example.com,02-03-2021 00:00:00,Gold,17,1574
183,Mike,Williams,customer183@example.com,08-12-2023 00:00:00,Bronze,4,563
184,Sarah,Garcia,customer184@example.com,23-04-2020 00:00:00,Platinum,47,1887
185,John,Johnson,customer185@example.com,14-03-2023 00:00:00,Silver,25,832
186,Emily,Garcia,customer186@example.com,29-10-2020 00:00:00,Silver,30,1698
187,David,Garcia,customer187@example.com,13-01-2022 00:00:00,Silver,9,1257
188,John,Johnson,customer188@example.com,10-08-2021 00:00:00,Silver,21,1413
189,Mike,Garcia,customer189@example.com,13-09-2022 00:00:00,Gold,20,1014
190,Sarah,Williams,customer190@example.com,10-12-2020 00:00:00,Platinum,19,1656
191,Mike,Brown,customer191@example.com,24-03-2022 00:00:00,Bronze,19,1187
192,John,Johnson,customer192@example.com,11-03-2022 00:00:00,Platinum,12,1200
193,Sarah,Jones,customer193@example.com,21-10-2022 00:00:00,Gold,37,976
194,David,Garcia,customer194@example.com,16-03-2023 00:00:00,Silver,42,830
195,John,Johnson,customer195@example.com,03-08-2023 00:00:00,Gold,17,690
196,Mike,Smith,customer196@example.com,12-12-2022 00:00:00,Platinum,37,924
197,Jane,Smith,customer197@example.com,20-08-2023 00:00:00,Bronze,48,673
198,Emily,Brown,customer198@example.com,28-12-2022 00:00:00,Gold,39,908
199,Mike,Williams,customer199@example.com,26-12-2020 00:00:00,Bronze,28,1640
200,Sarah,Brown,customer200@example.com,28-05-2023 00:00:00,Gold,41,757
201,John,Brown,customer201@example.com,06-10-2022 00:00:00,Bronze,35,991
202,Emily,Brown,customer202@example.com,04-12-2021 00:00:00,Bronze,47,1297
203,John,Brown,customer203@example.com,28-07-2021 00:00:00,Silver,48,1426
204,Sarah,Jones,customer204@example.com,30-03-2023 00:00:00,Bronze,18,816
205,John,Jones,customer205@example.com,17-01-2023 00:00:00,Silver,14,888
206,Jane,Johnson,customer206@example.com,18-11-2021 00:00:00,Platinum,35,1313
207,Emily,Smith,customer207@example.com,19-02-2022 00:00:00,Platinum,44,1220
208,Emily,Brown,customer208@example.com,07-08-2021 00:00:00,Silver,41,1416
209,Sarah,Johnson,customer209@example.com,11-08-2021 00:00:00,Silver,7,1412
210,Jane,Smith,customer210@example.com,28-03-2023 00:00:00,Gold,41,818
211,Mike,Garcia,customer211@example.com,03-05-2021 00:00:00,Gold,13,1512
212,John,Williams,customer212@example.com,28-08-2022 00:00:00,Gold,18,1030
213,David,Jones,customer213@example.com,09-09-2023 00:00:00,Platinum,37,653
214,John,Garcia,customer214@example.com,05-11-2023 00:00:00,Gold,13,596
215,John,Smith,customer215@example.com,30-01-2023 00:00:00,Bronze,36,875
216,Mike,Garcia,customer216@example.com,08-05-2021 00:00:00,Bronze,31,1507
217,John,Williams,customer217@example.com,19-01-2020 00:00:00,Gold,2,1982
218,Jane,Smith,customer218@example.com,31-01-2021 00:00:00,Bronze,16,1604
219,Jane,Garcia,customer219@example.com,27-09-2022 00:00:00,Platinum,9,1000
220,Emily,Jones,customer220@example.com,26-07-2023 00:00:00,Bronze,9,698
221,Sarah,Jones,customer221@example.com,30-04-2022 00:00:00,Platinum,38,1150
222,David,Johnson,customer222@example.com,20-10-2023 00:00:00,Silver,11,612
223,John,Garcia,customer223@example.com,16-09-2023 00:00:00,Silver,22,646
224,John,Brown,customer224@example.com,29-09-2023 00:00:00,Silver,33,633
225,Mike,Garcia,customer225@example.com,01-04-2022 00:00:00,Silver,36,1179
226,Sarah,Smith,customer226@example.com,30-03-2021 00:00:00,Bronze,45,1546
227,Jane,Smith,customer227@example.com,25-12-2021 00:00:00,Gold,23,1276
228,David,Garcia,customer228@example.com,24-12-2022 00:00:00,Bronze,45,912
229,Emily,Williams,customer229@example.com,04-01-2023 00:00:00,Platinum,45,901
230,Jane,Jones,customer230@example.com,11-12-2021 00:00:00,Bronze,34,1290
231,Sarah,Smith,customer231@example.com,22-05-2020 00:00:00,Bronze,9,1858
232,Emily,Jones,customer232@example.com,05-07-2022 00:00:00,Platinum,24,1084
233,Mike,Smith,customer233@example.com,07-04-2022 00:00:00,Silver,8,1173
234,Mike,Johnson,customer234@example.com,27-08-2021 00:00:00,Silver,7,1396
235,John,Brown,customer235@example.com,11-12-2023 00:00:00,Silver,36,560
236,Sarah,Smith,customer236@example.com,31-10-2020 00:00:00,Gold,18,1696
237,David,Jones,customer237@example.com,05-01-2022 00:00:00,Platinum,3,1265
238,Emily,Johnson,customer238@example.com,17-10-2020 00:00:00,Platinum,28,1710
239,Jane,Smith,customer239@example.com,11-04-2020 00:00:00,Bronze,6,1899
240,Sarah,Williams,customer240@example.com,14-07-2023 00:00:00,Gold,44,710
241,Sarah,Brown,customer241@example.com,16-05-2022 00:00:00,Silver,44,1134
242,Mike,Smith,customer242@example.com,25-08-2022 00:00:00,Gold,21,1033
243,John,Johnson,customer243@example.com,31-08-2022 00:00:00,Platinum,28,1027
244,John,Williams,customer244@example.com,21-04-2022 00:00:00,Platinum,40,1159
245,Emily,Garcia,customer245@example.com,19-08-2022 00:00:00,Bronze,1,1039
246,Mike,Johnson,customer246@example.com,30-07-2022 00:00:00,Bronze,36,1059
247,Sarah,Johnson,customer247@example.com,23-10-2022 00:00:00,Platinum,21,974
248,David,Williams,customer248@example.com,25-03-2020 00:00:00,Silver,43,1916
249,Mike,Johnson,customer249@example.com,23-11-2020 00:00:00,Silver,35,1673
250,Emily,Williams,customer250@example.com,26-03-2022 00:00:00,Gold,13,1185
251,Emily,Smith,customer251@example.com,29-03-2021 00:00:00,Platinum,49,1547
252,Mike,Williams,customer252@example.com,20-09-2021 00:00:00,Platinum,10,1372
253,Emily,Williams,customer253@example.com,29-05-2023 00:00:00,Silver,44,756
254,Mike,Brown,customer254@example.com,23-03-2023 00:00:00,Silver,47,823
255,Jane,Williams,customer255@example.com,26-10-2021 00:00:00,Platinum,10,1336
256,Mike,Williams,customer256@example.com,12-01-2020 00:00:00,Bronze,46,1989
257,Mike,Garcia,customer257@example.com,02-03-2023 00:00:00,Platinum,13,844
258,Emily,Smith,customer258@example.com,30-10-2020 00:00:00,Platinum,37,1697
259,Emily,Brown,customer259@example.com,09-08-2023 00:00:00,Silver,38,684
260,John,Garcia,customer260@example.com,01-09-2022 00:00:00,Silver,24,1026
261,John,Jones,customer261@example.com,16-08-2023 00:00:00,Bronze,2,677
262,Jane,Smith,customer262@example.com,21-02-2022 00:00:00,Bronze,22,1218
263,John,Smith,customer263@example.com,12-02-2020 00:00:00,Gold,17,1958
264,Mike,Jones,customer264@example.com,01-08-2022 00:00:00,Platinum,36,1057
265,Emily,Williams,customer265@example.com,08-12-2020 00:00:00,Silver,14,1658
266,John,Garcia,customer266@example.com,11-09-2023 00:00:00,Bronze,10,651
267,John,Johnson,customer267@example.com,12-05-2021 00:00:00,Gold,35,1503
268,Jane,Brown,customer268@example.com,29-12-2020 00:00:00,Gold,25,1637
269,Sarah,Johnson,customer269@example.com,09-06-2022 00:00:00,Silver,3,1110
270,Jane,Jones,customer270@example.com,02-03-2021 00:00:00,Silver,47,1574
271,Mike,Smith,customer271@example.com,01-10-2022 00:00:00,Gold,38,996
272,Emily,Smith,customer272@example.com,21-01-2020 00:00:00,Bronze,17,1980
273,Jane,Brown,customer273@example.com,10-02-2021 00:00:00,Gold,12,1594
274,John,Smith,customer274@example.com,10-09-2021 00:00:00,Platinum,24,1382
275,Emily,Smith,customer275@example.com,11-10-2022 00:00:00,Platinum,29,986
276,Emily,Brown,customer276@example.com,01-12-2020 00:00:00,Silver,43,1665
277,John,Garcia,customer277@example.com,14-02-2023 00:00:00,Bronze,25,860
278,Jane,Garcia,customer278@example.com,21-02-2023 00:00:00,Bronze,36,853
279,John,Brown,customer279@example.com,02-02-2021 00:00:00,Platinum,26,1602
280,Sarah,Jones,customer280@example.com,03-03-2022 00:00:00,Gold,38,1208
281,Emily,Smith,customer281@example.com,15-12-2021 00:00:00,Silver,1,1286
282,David,Smith,customer282@example.com,20-02-2020 00:00:00,Gold,20,1950
283,David,Jones,customer283@example.com,19-11-2020 00:00:00,Gold,28,1677
284,Mike,Garcia,customer284@example.com,27-02-2022 00:00:00,Gold,16,1212
285,John,Williams,customer285@example.com,20-05-2020 00:00:00,Bronze,47,1860
286,John,Williams,customer286@example.com,14-04-2021 00:00:00,Platinum,17,1531
287,Mike,Williams,customer287@example.com,25-02-2022 00:00:00,Bronze,40,1214
288,Mike,Garcia,customer288@example.com,19-09-2023 00:00:00,Platinum,28,643
289,Mike,Garcia,customer289@example.com,21-08-2022 00:00:00,Silver,12,1037
290,Emily,Jones,customer290@example.com,04-10-2022 00:00:00,Silver,27,993
291,Sarah,Smith,customer291@example.com,07-01-2021 00:00:00,Gold,42,1628
292,John,Jones,customer292@example.com,08-05-2021 00:00:00,Platinum,47,1507
293,Emily,Jones,customer293@example.com,20-01-2022 00:00:00,Platinum,30,1250
294,Mike,Garcia,customer294@example.com,25-03-2023 00:00:00,Platinum,41,821
295,John,Williams,customer295@example.com,17-10-2020 00:00:00,Gold,34,1710
296,Emily,Johnson,customer296@example.com,13-03-2023 00:00:00,Gold,37,833
297,Sarah,Smith,customer297@example.com,15-04-2020 00:00:00,Silver,6,1895
298,Emily,Garcia,customer298@example.com,14-12-2023 00:00:00,Bronze,7,557
299,Sarah,Williams,customer299@example.com,31-10-2021 00:00:00,Platinum,32,1331
300,Mike,Johnson,customer300@example.com,02-01-2020 00:00:00,Platinum,32,1999
301,Sarah,Johnson,customer301@example.com,11-08-2021 00:00:00,Bronze,25,1412
302,John,Garcia,customer302@example.com,05-10-2021 00:00:00,Platinum,33,1357
303,Mike,Brown,customer303@example.com,30-03-2020 00:00:00,Gold,7,1911
304,John,Smith,customer304@example.com,30-09-2023 00:00:00,Gold,12,632
305,David,Johnson,customer305@example.com,15-12-2020 00:00:00,Platinum,16,1651
306,Jane,Garcia,customer306@example.com,10-07-2023 00:00:00,Gold,16,714
307,Sarah,Garcia,customer307@example.com,06-10-2023 00:00:00,Gold,43,626
308,Jane,Williams,customer308@example.com,05-02-2023 00:00:00,Platinum,36,869
309,Jane,Brown,customer309@example.com,28-11-2022 00:00:00,Silver,13,938
310,Sarah,Smith,customer310@example.com,27-06-2022 00:00:00,Bronze,7,1092
311,Mike,Jones,customer311@example.com,07-06-2020 00:00:00,Gold,36,1842
312,David,Williams,customer312@example.com,16-08-2022 00:00:00,Silver,47,1042
313,John,Johnson,customer313@example.com,07-11-2020 00:00:00,Gold,9,1689
314,Emily,Johnson,customer314@example.com,18-06-2023 00:00:00,Gold,32,736
315,John,Williams,customer315@example.com,20-03-2021 00:00:00,Bronze,11,1556
316,Emily,Garcia,customer316@example.com,24-10-2020 00:00:00,Gold,8,1703
317,John,Johnson,customer317@example.com,09-08-2022 00:00:00,Bronze,33,1049
318,Sarah,Brown,customer318@example.com,05-02-2020 00:00:00,Bronze,23,1965
319,David,Smith,customer319@example.com,12-01-2023 00:00:00,Bronze,25,893
320,Emily,Brown,customer320@example.com,09-11-2023 00:00:00,Silver,8,592
321,Mike,Johnson,customer321@example.com,10-04-2023 00:00:00,Platinum,45,805
322,John,Jones,customer322@example.com,31-10-2023 00:00:00,Silver,22,601
323,John,Smith,customer323@example.com,17-10-2023 00:00:00,Platinum,4,615
324,Emily,Smith,customer324@example.com,12-07-2021 00:00:00,Platinum,40,1442
325,Mike,Williams,customer325@example.com,09-06-2022 00:00:00,Bronze,3,1110
326,Mike,Williams,customer326@example.com,20-05-2020 00:00:00,Gold,29,1860
327,Sarah,Jones,customer327@example.com,05-06-2022 00:00:00,Bronze,41,1114
328,Sarah,Garcia,customer328@example.com,15-02-2023 00:00:00,Gold,29,859
329,Sarah,Smith,customer329@example.com,24-07-2023 00:00:00,Platinum,34,700
330,Sarah,Jones,customer330@example.com,26-12-2021 00:00:00,Bronze,34,1275
331,Sarah,Williams,customer331@example.com,28-05-2023 00:00:00,Gold,28,757
332,Sarah,Williams,customer332@example.com,15-11-2022 00:00:00,Silver,13,951
333,David,Smith,customer333@example.com,04-06-2021 00:00:00,Gold,15,1480
334,Mike,Brown,customer334@example.com,10-01-2020 00:00:00,Bronze,23,1991
335,Sarah,Johnson,customer335@example.com,10-09-2022 00:00:00,Silver,44,1017
336,Mike,Williams,customer336@example.com,12-01-2021 00:00:00,Gold,26,1623
337,Mike,Garcia,customer337@example.com,12-11-2021 00:00:00,Gold,4,1319
338,Jane,Garcia,customer338@example.com,06-08-2021 00:00:00,Gold,26,1417
339,David,Williams,customer339@example.com,31-05-2020 00:00:00,Gold,40,1849
340,Sarah,Brown,customer340@example.com,20-12-2021 00:00:00,Gold,9,1281
341,John,Brown,customer341@example.com,08-12-2022 00:00:00,Silver,5,928
342,Emily,Jones,customer342@example.com,23-03-2023 00:00:00,Platinum,32,823
343,John,Garcia,customer343@example.com,08-05-2022 00:00:00,Silver,20,1142
344,David,Jones,customer344@example.com,09-08-2023 00:00:00,Silver,50,684
345,Emily,Garcia,customer345@example.com,19-02-2020 00:00:00,Silver,11,1951
346,David,Johnson,customer346@example.com,25-10-2021 00:00:00,Platinum,15,1337
347,Mike,Johnson,customer347@example.com,14-06-2021 00:00:00,Bronze,32,1470
